Résumé,Clé de ticket,Lien de ticket sortant (Duplicate)
"Dans le formulaire de bon de livraison, lorsqu'on choisi le bon de commande, le montant récupéré est HT, rajouter le montant TTC",OD-1663,OBCS-1236
"Message d’erreur au clic sur Enregistrer Feuille de temps",OD-1662,OBCS-1235
"Mauvais déversement des données au niveau des PMUP récupérés à chaque sortie d'articles",OD-1661,OBCS-1234
"Le type de construction change après enregistrement d'un programme btp",OD-1660,OBCS-1233
"Intégration des reporting de KD",OD-1658,OBCS-1231
"Intégrer tous les documents CRM de KD : V1",OD-1657,OBCS-1230
"Donner la possibilité de catégoriser les clients ( clients chauds,froids...)",OD-1656,OBCS-1229
"Supprimer les lots dont les programmes sont inexistants",OD-1655,OBCS-1228
"Afficher les prix et les libelles des programmes au niveau du choix à faire lors de l'enregistrement d'une offre BTP",OD-1653,OBCS-1226
"Impossible de lancer la paie avec 0 jour travaillé. (Point très urgent pour le client)",OD-1652,OBCS-1225
"La conversion des heures travaillées n'est pas cohérente. Certaines personnes ayant plus de 8 heures de travail il met moins d'un jour de travail",OD-1651,OBCS-1224
"Avoir un champ ""date de fin ajustée"" qui matérialisera la date de fin réelle du projet ",OD-1650,OBCS-1223
"Avoir la possibilité d'intégrer les modèles de factures ventes ci-joint",OD-1649,OBCS-1222
"Avoir la possibilité de sélectionner plusieurs années afin d'avoir les infos cumulées de ces années",OD-1648,OBCS-1221
"Lors du calcul de salaire, lorsqu'on définit des éléments variables sur une entité , on a tous les employés (cumul de toutes les entités) qui se déversent quand on choisi ""employées comme cible de traitement",OD-1647,OBCS-1220
"Création bouton ""suppression"" _Il est impossible de supprimer une demande d'absence",OD-1646,OBCS-1219
"Aucune donnée ne se déverse dans les fonctionnalités ""poste du compte de résultat"" et ""poste du bilan""",OD-1645,OBCS-1218
"Lors de la validation des Bons de commande, les conditions de règlements ne s'affichent pas dans la partie (Voir détail)",OD-1644,OBCS-1217
"Modification écriture importée",OD-1643,OBCS-1216
"Duplication Régime - Contrat Journalier",OD-1642,OBCS-1215
"Avoir la possibilité de dupliquer un projet d'une entité à une autre comme pour les phases",OD-1641,OBCS-1214
"Il est impossible de rajouter des tâches sur des projets pour lesquelles on avait déjà des tâches enregistrer (Fonctionnalité ""gestion des projets"")",OD-1640,OBCS-1213
"Impossible de supprimer un projet",OD-1639,OBCS-1212
"Documents RH : Intégration des Documents RH",OD-1638,OBCS-1211
"La correction de l’onglet d’ajout de sous projet ( ajout impossibles depuis certains jours )",OD-1637,OBCS-1210
"La prise en compte des opérations de retour de caisse dans le point des opérations de caisses sur projet",OD-1636,OBCS-1209
"Les corrections de l’onglet engagement sous-traitant",OD-1635,OBCS-1208
"Sur certains articles, les quantités sorties sont suppérieur aux entrées. Du coup le stock théorique est négatif ainsi que la valeur du stock",OD-1634,OBCS-1207
"La prime d'ancienneté est calculé avant 24 mois or dans le paramétrage de l'entité, on a précisé ""Date d'anniversaire""",OD-1633,OBCS-1206
"Un message apparaît sur l'interface OBC",OD-1632,OBCS-1205
"Les marques et modeles de véhicule d'une entité se déversent dans une autre entité qui n'en a pas",OD-1631,OBCS-1204
"Il est impossible d'imprimer un livre de paie en Excel",OD-1630,OBCS-1203
"Marquer une différence entre les salaires validées ou non",OD-1629,OBCS-1202
"Bien que les accès ne soient attribué aux utilisateurs ils apparaissent dans les fonctions disponible",OD-1627,OBCS-1200
"Bien que les accès ne soient attribués aux utilisateurs ils apparaissent dans les fonctions disponible",OD-1626,OBCS-1199
"Après avoir créé un nouveau grade celui-ci ne se déverse pas dans le formulaire du contrat de travail OHADA",OD-1625,OBCS-1198
"Impossible d'exporter les timesheets",OD-1624,OBCS-1197
"Avoir la possibilité d'accorder une année d'ancienneté de plus à un employé le 12ème mois d'exercice de fonction",OD-1623,OBCS-1196
"Lorsqu'on modifie une tâche dans ""gestion des tâches"", les personnes ayant été staffés sur le projet reçoivent des notifications",OD-1622,OBCS-1195
"L'utilisateur n'ayant pas les accès ""admin"", ne voit rien dans l'historique des opportunités. Même ses propres opportunités crées",OD-1621,OBCS-1194
"Export Gant Chart",OD-1620,OBCS-1193
"Lorsque clique sur ""utiliser les phases"" dans gestion de projets, les phases ne se déversent pas en ordre",OD-1619,OBCS-1192
"Donner la possibilité de modifier les écritures importé",OD-1618,OBCS-1191
"Impossible de calculer les salaires occasionnel sans les heures supplementaires",OD-1617,OBCS-1190
"Matricule Grisé - Fichier du personnel",OD-1616,OBCS-1189
"La demande de sortie validée n'apparait pas dans la liste au niveau de la saisie de bordereau de sortie",OD-1615,OBCS-1188
"La ventilation analytique de certaines factures est impossible car au niveau des montants apparait ""NAN""",OD-1614,OBCS-1187
"Fonctionnalité Suivi Planning Projets",OD-1613,OBCS-1186
"Permettre que la description du projet soit le Titre du projet + Code projet",OD-1612,OBCS-1185
"Sénégal : Trimf : Mise à jour calcul",OD-1611,OBCS-1184
"Dysfonctionnement liaison facture avance fournisseur",OD-1610,OBCS-1183
"Impossible de générer les écritures comptable lorqu'on sélectionne la nature d'opération: ''Rembourssement Apport Associé''",OD-1609,OBCS-1182
"Sénégal : Mauvaise Récupération Ancienneté :",OD-1608,OBCS-1181
"Possibilité de récupérer le réalisé de la paie des journaliers à partir des TimeSheet dès l'enregistrement de leurs TimeSheet sans attendre le lancement de la paie.",OD-1607,OBCS-1180
"Possibilité de récupérer les expenses dans le réalisé du budget avant le paiement",OD-1606,OBCS-1179
"Lorsqu'on enregistre une opération d'approvisionnement ou de nivellement la contrepartie de l'écriture générée à la banque utilise le même numéro d'imputation de la caisse sans tenir compte des numéros d'imputation existant dans le journal banque.",OD-1605,OBCS-1178
"Possibilité d'ajouter des lignes à l'enregistrement des notes de debit/Crédit",OD-1604,OBCS-1177
"Possibilité d'importer le budget",OD-1602,OBCS-1175
"Pour la définition de l'état d'avancement des tâches, donner la possibilité aux employés de ne voir que les tâches des projets sur lesquels ils ont été staffé et rendre impossible l'édition des tâches sur lesquels ils ne sont pas staffés",OD-1601,OBCS-1174
"Lorsqu'on défini les responsables de tâche dans la fonctionnalité ""Gestion de projet"", faudrait que toute les informations se déversent par défaut dans la fonctionnalité ""staffing"" et qu'on ai la possibilité de rajouter du personnel au besoin",OD-1600,OBCS-1173
"Lorsqu'on choisi défini une tâche dans la feuille de temps, après l'enregistrement on constate que la tâche disparait. Et cela persiste même après plusieurs mise à jour.",OD-1599,OBCS-1172
"Ajouter dans le formulaire ""objectif commerciaux"" le nombre d'appels effectué par un commercial",OD-1598,OBCS-1171
"Ajouter dans le formulaire ""objectif commerciaux"" le nombre d'adhésion effectué par un commercial ",OD-1597,OBCS-1170
"Les filtres au niveau de assisgnation de produits commercial",OD-1596,OBCS-1169
"La liste des employés se déversent dans les différentes fonctionnalités du sous module pilotage commercial",OD-1595,OBCS-1168
"Mauvais déversement des données dans le bordereau de sortie lorsqu'on sélectionne une demande de sortie de certains articles",OD-1594,OBCS-1167
"Lorsqu'on effectue le staffing des employés, il faut impérativement choisir le calendrier pour définir la périodicité sinon il est impossible d'effectuer le staffing",OD-1593,OBCS-1166
"Impossible d'enregistrer une demande d'absence. A la saisie de la date de début, on a un message qui s'affiche (voir capture joint)",OD-1592,OBCS-1165
"Le filtre au niveau du suivi de stock par article ne fonctionne pas car les données ne change pas quelque soit le filtre",OD-1591,OBCS-1164
"Suppression contrat Prestataires/Journaliers",OD-1589,OBCS-1162
"Rajouter au filtre, un champ Liste de choix pour permettre aux utilisateurs de filtrer sur les données d'une entité lorqu'il y en a plusieur ",OD-1588,
"Bénin : Intégration et Récupérations des Impôts - Journaliers/Prestataires",OD-1586,OBCS-1161
"Bénin : Intégration et Récupérations des Impôts - Salariés Permanents",OD-1585,OBCS-1160
"Avoir le nom du projet et de la phase dans le mail automatique que les utilisateurs reçoivent quand on leur assigne des tâches",OD-1584,OBCS-1159
"Afficher les frais de mission par entité",OD-1583,OBCS-1158
"Faire ressortir dans l'historique des journaux Les journaux déséquilibré",OD-1582,OBCS-1157
"Disparition des  Date de fin de contrat de certains employés",OD-1581,OBCS-1156
"L'historique de congés et autres absences n'affiche qu'une page",OD-1580,OBCS-1155
"Sur le formulaire de ""activité commerciale"" , réadapter le formulaire pour le client",OD-1579,OBCS-1154
"Lorsqu'on édite un projet, la description disparait et lorsqu'on modifie une donnée et qu'on clique sur enregistrer, on le message ""undefined""",OD-1578,OBCS-1153
"Message d'erreur quand on clique sur l'onglet journal général",OD-1577,OBCS-1152
"Ne pas faire apparaitre les champs “filiale” et ""Axe analytique"" sur les bons de commande à l’impression",OD-1576,OBCS-1151
"A l'impression d'un bon de commande les conditions de règlement ne s'affichent pas sur le bon.",OD-1575,OBCS-1150
"Modification de Type de construction",OD-1574,OBCS-1149
"A l'enregistrement d'une facture vente, lorsqu'on lie des bons de livraison avant de sélectionner la nature de l'opération le montant HT disparait.",OD-1572,OBCS-1147
"Mauvais déversement Nombre de véhicule et liste des véhicules par entité",OD-1571,OBCS-1146
"Correction écritures comptable IBIC en fonction du modèle communiqué",OD-1570,OBCS-1145
"Avance Fournisseur - écritures comptable incorrecte lors de la liaison des factures",OD-1569,OBCS-1144
"Afficher automatiquement le schéma d'écriture (Imputation) lors des enregistrements d'opérations",OD-1568,OBCS-1143
"Lors de la programmation de salaire, envoyer un mail groupé pour la validation.",OD-1567,OBCS-1142
"Pour tous les formulaires sur lesquels on applique des taxes (bons de commande, factures, devis...), permettre d'appliquer les taxes par lignes de prestations",OD-1566,OBCS-1141
"Sur le livre de paie, l'heure d'impression est celui d'Abidjan (GMT)",OD-1565,OBCS-1140
"Sur le livre de paie, faire apparaitre les employés par ordre de matricule ou par ordre alphabétiques de nom A->Z",OD-1564,OBCS-1139
"Erreur Lors de l'importation des journaux - Ivoire Dev",OD-1563,OBCS-1138
"Non affichage du détail d'opérations de paie",OD-1561,OBCS-1136
"Etats Financiers V1 - Update",OD-1560,OBCS-1135
"Affichage des données d'une autre entité dans la base sélectionné",OD-1559,OBCS-1134
"Numéro de lot  (Unicité du numéro de lot par programme offre BTP) enregistré plusieurs fois lors de l création d'une offre ou d'un programme",OD-1558,OBCS-1133
"Possibilité de faire un encaissement partiel sur 2 ou plusieurs factures",OD-1557,OBCS-1132
"Perte de données dans les timesheet",OD-1556,OBCS-1131
"HTTP Error 404. The requested resource is not found.",OD-1555,OBCS-1130
"Bénin : Importation Contrats de Travails",OD-1554,OBCS-1129
"Bénin : Calcul de la paie Journaliers/Prestataires",OD-1553,OBCS-1128
"Bénin : Fichier Import Journaliers/Prestataires",OD-1552,OBCS-1127
"Avoir la possibilité de modifier une écriture comptable à partir de l'interrogation de comptes",OD-1551,OBCS-1126
"Donner la possibilité de modifier les données dans PERSONNES A CONTACTER EN CAS D'URGENCE",OD-1550,OBCS-1125
"L'extraction du fichier du personnel ne donne pas des données explicite. On aura besoin d'avoir toutes les infos présentes sur le formulaire du fichier du personnel.",OD-1549,OBCS-1124
"Fichier du personnel: Lorsqu'on fait une extraction de donnée sur une entité, on a le cumul de tout le personnel présent sur toute les entités",OD-1548,OBCS-1123
"Permettre la suppression simultanée de plusieurs utilisateurs dans le paramétrage du workflow",OD-1547,OBCS-1122
"Lorsqu'on édite un projet et qu'on modifie manuellement le code projet généré automatiquement, on constate aprés enregistrement que l'information de l'ancien code projet est gardé en historique",OD-1546,OBCS-1121
"Correction RAN 2023",OD-1545,OBCS-1120
"Permettre la création en masse de plusieurs opportunités (à l'étape de Suspect dans le SPANCO) à partir de la sélection de suspects ou contacts",OD-1544,
"Le plafond étant fixé à 75000 F, tout Brut social inférieur à 75000 F doit être ramené à 75000 F pour le calcul de L'accident de travail et prestation familiale",OD-1543,OBCS-1119
"Les filtres du dashboard ""Comptabilité générale"" de la partie Analytique de Finance ne fonctionne pas par entité",OD-1542,OBCS-1118
"Impossible d'ajouter des phases (voir capture joint)",OD-1540,OBCS-1116
"Non affichage de livre de paie général sur l'entité OACI",OD-1539,OBCS-1115
"Trace des opérations supprimer dans les livres comptable",OD-1538,OBCS-1114
"Processus de Validation des bordereaux d'entré en stock - Production",OD-1537,OBCS-1113
"Demande d'attestation de Travail",OD-1536,OBCS-1112
"Il est impossible d'enregistrer des marques et modèles de véhicule sur plusieurs entités",OD-1535,OBCS-1111
"Il est impossible de modifier l' immatriculation d'un véhicule déjà enregistré",OD-1534,OBCS-1110
"Il est impossible de créer un modèle de véhicule rattaché à une autre marque",OD-1533,OBCS-1109
"Intégrer la nomenclature du plan comptable général et tiers à 12 chiffres",OD-1532,OBCS-1108
"Falcon : La balance comptable sur 2022 déséquilibrée",OD-1531,OBCS-1107
"La récupération de salaire dans les budgets prévus réalisés est incorrecte",OD-1530,OBCS-1106
"La prime d'ancienneté s'affiche un mois avant le mois d'anniversaire d'un employé",OD-1529,OBCS-1105
"La prime d'ancienneté ne s'affiche pas pour les employés ayant déjà une prime d'ancienneté à leur actif",OD-1528,OBCS-1104
